Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
1	152647771	152649050	LCE2C	late cornified envelope 2C [Source:HGNC Symbol;Acc:29460]	protein_coding	ENSG00000187180
16	57832098	57850850	CTD-2600O9.1	uncharacterized protein LOC388282  [Source:RefSeq peptide;Acc:NP_001265010]	protein_coding	ENSG00000187185
9	34664160	34666109	RP11-195F19.5	HCG2040265, isoform CRA_a; Uncharacterized protein; cDNA FLJ50015  [Source:UniProtKB/TrEMBL;Acc:B7Z3J9]	protein_coding	ENSG00000187186
19	40490041	40523514	ZNF546	zinc finger protein 546 [Source:HGNC Symbol;Acc:28671]	protein_coding	ENSG00000187187
6	116571151	116575261	TSPYL4	TSPY-like 4 [Source:HGNC Symbol;Acc:21559]	protein_coding	ENSG00000187189
Y	26909216	26959626	DAZ3	deleted in azoospermia 3 [Source:HGNC Symbol;Acc:15965]	protein_coding	ENSG00000187191
16	56716336	56718108	MT1X	metallothionein 1X [Source:HGNC Symbol;Acc:7405]	protein_coding	ENSG00000187193
9	79034752	79122332	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:4203]	protein_coding	ENSG00000187210
1	152635872	152637135	LCE2D	late cornified envelope 2D [Source:HGNC Symbol;Acc:16518]	protein_coding	ENSG00000187223
2	179966419	180129517	SESTD1	SEC14 and spectrin domains 1 [Source:HGNC Symbol;Acc:18379]	protein_coding	ENSG00000187231
1	152586287	152586574	LCE3B	late cornified envelope 3B [Source:HGNC Symbol;Acc:29462]	protein_coding	ENSG00000187238
9	132649466	132805473	FNBP1	formin binding protein 1 [Source:HGNC Symbol;Acc:17069]	protein_coding	ENSG00000187239
11	102980160	103350591	DYNC2H1	dynein, cytoplasmic 2, heavy chain 1 [Source:HGNC Symbol;Acc:2962]	protein_coding	ENSG00000187240
17	39017555	39023462	KRT12	keratin 12 [Source:HGNC Symbol;Acc:6414]	protein_coding	ENSG00000187242
X	51804923	51812368	MAGED4B	melanoma antigen family D, 4B [Source:HGNC Symbol;Acc:22880]	protein_coding	ENSG00000187243
19	45312328	45324673	BCAM	basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:6722]	protein_coding	ENSG00000187244
7	77325760	77412339	RSBN1L	round spermatid basic protein 1-like [Source:HGNC Symbol;Acc:24765]	protein_coding	ENSG00000187257
7	34697851	34917944	NPSR1	neuropeptide S receptor 1 [Source:HGNC Symbol;Acc:23631]	protein_coding	ENSG00000187258
7	151072995	151107813	WDR86	WD repeat domain 86 [Source:HGNC Symbol;Acc:28020]	protein_coding	ENSG00000187260
19	11488236	11495018	EPOR	erythropoietin receptor [Source:HGNC Symbol;Acc:3416]	protein_coding	ENSG00000187266
X	13053737	13062801	FAM9C	family with sequence similarity 9, member C [Source:HGNC Symbol;Acc:18405]	protein_coding	ENSG00000187268
17	39394297	39395256	KRTAP9-8	keratin associated protein 9-8 [Source:HGNC Symbol;Acc:17231]	protein_coding	ENSG00000187272
3	9908398	9921938	CIDEC	cell death-inducing DFFA-like effector c [Source:HGNC Symbol;Acc:24229]	protein_coding	ENSG00000187288
18	49866542	51057784	DCC	deleted in colorectal carcinoma [Source:HGNC Symbol;Acc:2701]	protein_coding	ENSG00000187323
X	77385245	77395203	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa [Source:HGNC Symbol;Acc:17306]	protein_coding	ENSG00000187325
5	140593509	140596993	PCDHB13	protocadherin beta 13 [Source:HGNC Symbol;Acc:8684]	protein_coding	ENSG00000187372
7	77646393	79082890	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:18957]	protein_coding	ENSG00000187391
11	24518516	25104150	LUZP2	leucine zipper protein 2 [Source:HGNC Symbol;Acc:23206]	protein_coding	ENSG00000187398
7	103969104	104549001	LHFPL3	lipoma HMGIC fusion partner-like 3 [Source:HGNC Symbol;Acc:6589]	protein_coding	ENSG00000187416
15	41523037	41574043	CHP1	calcineurin-like EF-hand protein 1 [Source:HGNC Symbol;Acc:17433]	protein_coding	ENSG00000187446
17	34245070	34257777	RDM1	RAD52 motif 1 [Source:HGNC Symbol;Acc:19950]	protein_coding	ENSG00000187456
6	13469513	13486415	AL583828.1		protein_coding	ENSG00000187461
19	52298416	52329442	FPR3	formyl peptide receptor 3 [Source:HGNC Symbol;Acc:3828]	protein_coding	ENSG00000187474
6	26107640	26108364	HIST1H1T	histone cluster 1, H1t [Source:HGNC Symbol;Acc:4720]	protein_coding	ENSG00000187475
11	43946892	43965888	C11orf96	chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:38675]	protein_coding	ENSG00000187479
11	17407406	17410878	KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11 [Source:HGNC Symbol;Acc:6257]	protein_coding	ENSG00000187486
3	49828165	49837268	CDHR4	cadherin-related family member 4 [Source:HGNC Symbol;Acc:34527]	protein_coding	ENSG00000187492
13	110801318	110959496	COL4A1	collagen, type IV, alpha 1 [Source:HGNC Symbol;Acc:2202]	protein_coding	ENSG00000187498
12	93115281	93166231	PLEKHG7	pleckstrin homology domain containing, family G (with RhoGef domain) member 7 [Source:HGNC Symbol;Acc:33829]	protein_coding	ENSG00000187510
1	35258599	35261348	GJA4	gap junction protein, alpha 4, 37kDa [Source:HGNC Symbol;Acc:4278]	protein_coding	ENSG00000187513
2	232571605	232578251	PTMA	prothymosin, alpha [Source:HGNC Symbol;Acc:9623]	protein_coding	ENSG00000187514
X	37850070	37850569	CXorf27	chromosome X open reading frame 27 [Source:HGNC Symbol;Acc:18417]	protein_coding	ENSG00000187516
10	14880163	14913740	HSPA14	heat shock 70kDa protein 14 [Source:HGNC Symbol;Acc:29526]	protein_coding	ENSG00000187522
3	192992579	193096632	ATP13A5	ATPase type 13A5 [Source:HGNC Symbol;Acc:31789]	protein_coding	ENSG00000187527
17	79869815	79879199	SIRT7	sirtuin 7 [Source:HGNC Symbol;Acc:14935]	protein_coding	ENSG00000187531
4	70999333	71042516	C4orf40	chromosome 4 open reading frame 40 [Source:HGNC Symbol;Acc:33193]	protein_coding	ENSG00000187533
16	1560428	1662111	IFT140	intraflagellar transport 140 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:29077]	protein_coding	ENSG00000187535
14	19983559	20020272	POTEM	POTE ankyrin domain family, member M [Source:HGNC Symbol;Acc:37096]	protein_coding	ENSG00000187537
1	12952727	12958101	PRAMEF10	PRAME family member 10 [Source:HGNC Symbol;Acc:27997]	protein_coding	ENSG00000187545
7	15239943	15601640	AGMO	alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:33784]	protein_coding	ENSG00000187546
19	56041100	56048456	SBK2	SH3 domain binding kinase family, member 2 [Source:HGNC Symbol;Acc:34416]	protein_coding	ENSG00000187550
10	94821021	94828454	CYP26C1	cytochrome P450, family 26, subfamily C, polypeptide 1 [Source:HGNC Symbol;Acc:20577]	protein_coding	ENSG00000187553
1	223282748	223316624	TLR5	toll-like receptor 5 [Source:HGNC Symbol;Acc:11851]	protein_coding	ENSG00000187554
16	8985951	9058371	USP7	ubiquitin specific peptidase 7 (herpes virus-associated) [Source:HGNC Symbol;Acc:12630]	protein_coding	ENSG00000187555
19	13972877	13991571	NANOS3	nanos homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:22048]	protein_coding	ENSG00000187556
9	70917276	70920000	FOXD4L3	forkhead box D4-like 3 [Source:HGNC Symbol;Acc:18523]	protein_coding	ENSG00000187559
6	18120718	18122851	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21576]	protein_coding	ENSG00000187566
12	7864050	7870155	DPPA3	developmental pluripotency associated 3 [Source:HGNC Symbol;Acc:19199]	protein_coding	ENSG00000187569
14	93813537	93814702	COX8C	cytochrome c oxidase subunit VIIIC [Source:HGNC Symbol;Acc:24382]	protein_coding	ENSG00000187581
1	901877	911245	PLEKHN1	pleckstrin homology domain containing, family N member 1 [Source:HGNC Symbol;Acc:25284]	protein_coding	ENSG00000187583
17	40177594	40217383	ZNF385C	zinc finger protein 385C [Source:HGNC Symbol;Acc:33722]	protein_coding	ENSG00000187595
2	46656329	46711564	TMEM247	transmembrane protein 247 [Source:HGNC Symbol;Acc:42967]	protein_coding	ENSG00000187600
X	55478538	55479998	MAGEH1	melanoma antigen family H, 1 [Source:HGNC Symbol;Acc:24092]	protein_coding	ENSG00000187601
2	74229840	74335303	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:28313]	protein_coding	ENSG00000187605
17	15602891	15640874	ZNF286A	Homo sapiens zinc finger protein 286A (ZNF286A), transcript variant 6, mRNA. [Source:RefSeq mRNA;Acc:NM_001288645]	protein_coding	ENSG00000187607
1	948803	949920	ISG15	ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:4053]	protein_coding	ENSG00000187608
9	140201348	140317714	EXD3	exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:26023]	protein_coding	ENSG00000187609
11	55681126	55682058	OR5W2	olfactory receptor, family 5, subfamily W, member 2 [Source:HGNC Symbol;Acc:15299]	protein_coding	ENSG00000187612
9	136379708	136393734	TMEM8C	transmembrane protein 8C [Source:HGNC Symbol;Acc:33778]	protein_coding	ENSG00000187616
17	260118	273510	C17orf97	chromosome 17 open reading frame 97 [Source:HGNC Symbol;Acc:33800]	protein_coding	ENSG00000187624
6	28212401	28227011	ZKSCAN4	zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:13854]	protein_coding	ENSG00000187626
2	87135076	87241104	RGPD1	RANBP2-like and GRIP domain containing 1 [Source:HGNC Symbol;Acc:32414]	protein_coding	ENSG00000187627
14	24439148	24475617	DHRS4L2	dehydrogenase/reductase (SDR family) member 4 like 2 [Source:HGNC Symbol;Acc:19731]	protein_coding	ENSG00000187630
1	860260	879955	SAMD11	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:28706]	protein_coding	ENSG00000187634
1	910579	917497	C1orf170	chromosome 1 open reading frame 170 [Source:HGNC Symbol;Acc:28208]	protein_coding	ENSG00000187642
19	5904869	5910864	VMAC	vimentin-type intermediate filament associated coiled-coil protein [Source:HGNC Symbol;Acc:33803]	protein_coding	ENSG00000187650
5	157098561	157107151	C5orf52	chromosome 5 open reading frame 52 [Source:HGNC Symbol;Acc:35121]	protein_coding	ENSG00000187658
19	19366450	19373605	HAPLN4	hyaluronan and proteoglycan link protein 4 [Source:HGNC Symbol;Acc:31357]	protein_coding	ENSG00000187664
3	55542336	56502391	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:31922]	protein_coding	ENSG00000187672
13	31774073	31906413	B3GALTL	beta 1,3-galactosyltransferase-like [Source:HGNC Symbol;Acc:20207]	protein_coding	ENSG00000187676
5	141689992	141706020	SPRY4	sprouty homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:15533]	protein_coding	ENSG00000187678
X	48687283	48688548	ERAS	ES cell expressed Ras [Source:HGNC Symbol;Acc:5174]	protein_coding	ENSG00000187682
17	16318856	16340317	TRPV2	transient receptor potential cation channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:18082]	protein_coding	ENSG00000187688
4	71384257	71398459	AMTN	amelotin [Source:HGNC Symbol;Acc:33188]	protein_coding	ENSG00000187689
X	51149767	51151687	CXorf67	chromosome X open reading frame 67 [Source:HGNC Symbol;Acc:33738]	protein_coding	ENSG00000187690
3	128628717	128690173	RP11-723O4.6	Uncharacterized protein FLJ43738  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZUG5]	protein_coding	ENSG00000187695
2	190744335	191068210	C2orf88	chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:28191]	protein_coding	ENSG00000187699
1	248813232	248814185	OR2T27	olfactory receptor, family 2, subfamily T, member 27 [Source:HGNC Symbol;Acc:31252]	protein_coding	ENSG00000187701
9	140098534	140100090	TMEM203	transmembrane protein 203 [Source:HGNC Symbol;Acc:28217]	protein_coding	ENSG00000187713
10	50818347	50820765	SLC18A3	solute carrier family 18 (vesicular acetylcholine transporter), member 3 [Source:HGNC Symbol;Acc:10936]	protein_coding	ENSG00000187714
3	127634075	127706514	KBTBD12	kelch repeat and BTB (POZ) domain containing 12 [Source:HGNC Symbol;Acc:25731]	protein_coding	ENSG00000187715
15	71389291	72075722	THSD4	thrombospondin, type I, domain containing 4 [Source:HGNC Symbol;Acc:25835]	protein_coding	ENSG00000187720
11	73661364	73681411	DNAJB13	DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:HGNC Symbol;Acc:30718]	protein_coding	ENSG00000187726
1	1950780	1962192	GABRD	gamma-aminobutyric acid (GABA) A receptor, delta [Source:HGNC Symbol;Acc:4084]	protein_coding	ENSG00000187730
1	104293028	104301312	AMY1C	amylase, alpha 1C (salivary) [Source:HGNC Symbol;Acc:476]	protein_coding	ENSG00000187733
8	54879112	54935089	TCEA1	transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:11612]	protein_coding	ENSG00000187735
2	219940039	220025587	NHEJ1	nonhomologous end-joining factor 1 [Source:HGNC Symbol;Acc:25737]	protein_coding	ENSG00000187736
16	89803957	89883065	FANCA	Fanconi anemia, complementation group A [Source:HGNC Symbol;Acc:3582]	protein_coding	ENSG00000187741
9	91933421	91974557	SECISBP2	SECIS binding protein 2 [Source:HGNC Symbol;Acc:30972]	protein_coding	ENSG00000187742
11	5602107	5603114	OR52B6	olfactory receptor, family 52, subfamily B, member 6 [Source:HGNC Symbol;Acc:15211]	protein_coding	ENSG00000187747
9	88835180	88874572	C9orf153	chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:31456]	protein_coding	ENSG00000187753
X	52673140	52683950	SSX7	synovial sarcoma, X breakpoint 7 [Source:HGNC Symbol;Acc:19653]	protein_coding	ENSG00000187754
4	100197524	100212185	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:249]	protein_coding	ENSG00000187758
9	91975702	92113045	SEMA4D	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D [Source:HGNC Symbol;Acc:10732]	protein_coding	ENSG00000187764
21	46031996	46032871	KRTAP10-8	keratin associated protein 10-8 [Source:HGNC Symbol;Acc:20525]	protein_coding	ENSG00000187766
6	105404923	105531207	LIN28B	lin-28 homolog B (C. elegans) [Source:HGNC Symbol;Acc:32207]	protein_coding	ENSG00000187772
18	72102963	72125179	FAM69C	family with sequence similarity 69, member C [Source:HGNC Symbol;Acc:31729]	protein_coding	ENSG00000187773
17	76419778	76573476	DNAH17	dynein, axonemal, heavy chain 17 [Source:HGNC Symbol;Acc:2946]	protein_coding	ENSG00000187775
12	49950327	49961936	MCRS1	microspherule protein 1 [Source:HGNC Symbol;Acc:6960]	protein_coding	ENSG00000187778
10	45406648	45432450	TMEM72	transmembrane protein 72 [Source:HGNC Symbol;Acc:31658]	protein_coding	ENSG00000187783
8	145321517	145323045	SCXB	scleraxis homolog B (mouse) [Source:HGNC Symbol;Acc:32322]	protein_coding	ENSG00000187786
14	45605143	45670093	FANCM	Fanconi anemia, complementation group M [Source:HGNC Symbol;Acc:23168]	protein_coding	ENSG00000187790
22	24083769	24093279	ZNF70	zinc finger protein 70 [Source:HGNC Symbol;Acc:13140]	protein_coding	ENSG00000187792
9	139256355	139268133	CARD9	caspase recruitment domain family, member 9 [Source:HGNC Symbol;Acc:16391]	protein_coding	ENSG00000187796
1	156863490	156886226	PEAR1	platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:33631]	protein_coding	ENSG00000187800
1	40915774	40929390	ZFP69B	ZFP69 zinc finger protein B [Source:HGNC Symbol;Acc:28053]	protein_coding	ENSG00000187801
15	72690614	72700370	TMEM202	transmembrane protein 202 [Source:HGNC Symbol;Acc:33733]	protein_coding	ENSG00000187806
X	118892576	118894164	SOWAHD	sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:32960]	protein_coding	ENSG00000187808
11	71292956	71318487	AP000867.1		protein_coding	ENSG00000187811
1	40942887	40962015	ZFP69	ZFP69 zinc finger protein [Source:HGNC Symbol;Acc:24708]	protein_coding	ENSG00000187815
4	185939995	185941958	HELT	helt bHLH transcription factor [Source:HGNC Symbol;Acc:33783]	protein_coding	ENSG00000187821
X	111697727	111700473	ZCCHC16	zinc finger, CCHC domain containing 16 [Source:HGNC Symbol;Acc:25214]	protein_coding	ENSG00000187823
17	10602332	10633633	TMEM220	transmembrane protein 220 [Source:HGNC Symbol;Acc:33757]	protein_coding	ENSG00000187824
2	74011316	74044274	C2orf78	chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:34349]	protein_coding	ENSG00000187833
6	26055968	26056699	HIST1H1C	histone cluster 1, H1c [Source:HGNC Symbol;Acc:4716]	protein_coding	ENSG00000187837
17	7293046	7307416	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:49186]	protein_coding	ENSG00000187838
8	37887859	37917883	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:3288]	protein_coding	ENSG00000187840
12	133195366	133198972	P2RX2	purinergic receptor P2X, ligand-gated ion channel, 2 [Source:HGNC Symbol;Acc:15459]	protein_coding	ENSG00000187848
12	108168162	108170421	ASCL4	achaete-scute family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:24311]	protein_coding	ENSG00000187855
12	55758895	55759833	OR6C75	olfactory receptor, family 6, subfamily C, member 75 [Source:HGNC Symbol;Acc:31304]	protein_coding	ENSG00000187857
22	30752624	30774647	CCDC157	coiled-coil domain containing 157 [Source:HGNC Symbol;Acc:33854]	protein_coding	ENSG00000187860
1	156549519	156556562	TTC24	tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:32348]	protein_coding	ENSG00000187862
9	71394964	71398609	FAM122A	family with sequence similarity 122A [Source:HGNC Symbol;Acc:23490]	protein_coding	ENSG00000187866
19	14164177	14169971	PALM3	paralemmin 3 [Source:HGNC Symbol;Acc:33274]	protein_coding	ENSG00000187867
6	55192267	55267291	GFRAL	GDNF family receptor alpha like [Source:HGNC Symbol;Acc:32789]	protein_coding	ENSG00000187871
1	57184477	57285369	C1orf168	chromosome 1 open reading frame 168 [Source:HGNC Symbol;Acc:27295]	protein_coding	ENSG00000187889
19	55940107	55954230	SHISA7	shisa family member 7 [Source:HGNC Symbol;Acc:35409]	protein_coding	ENSG00000187902
22	21400249	21418457	AC002472.13	Leucine-rich repeat-containing protein LOC400891  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZQY2]	protein_coding	ENSG00000187905
10	124320181	124403252	DMBT1	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:2926]	protein_coding	ENSG00000187908
19	14693896	14721969	CLEC17A	C-type lectin domain family 17, member A [Source:HGNC Symbol;Acc:34520]	protein_coding	ENSG00000187912
11	5474638	5475707	OR51I2	olfactory receptor, family 51, subfamily I, member 2 [Source:HGNC Symbol;Acc:15201]	protein_coding	ENSG00000187918
9	139632619	139637808	LCN10	lipocalin 10 [Source:HGNC Symbol;Acc:20892]	protein_coding	ENSG00000187922
1	22138758	22151714	LDLRAD2	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:32071]	protein_coding	ENSG00000187942
2	197669726	197675000	C2orf66	chromosome 2 open reading frame 66 [Source:HGNC Symbol;Acc:33809]	protein_coding	ENSG00000187944
12	29565407	29650619	OVCH1	ovochymase 1 [Source:HGNC Symbol;Acc:23080]	protein_coding	ENSG00000187950
15	30916697	31065196	ARHGAP11B	Rho GTPase activating protein 11B [Source:HGNC Symbol;Acc:15782]	protein_coding	ENSG00000187951
8	145674965	145691060	CYHR1	cysteine/histidine-rich 1 [Source:HGNC Symbol;Acc:17806]	protein_coding	ENSG00000187954
8	121072019	121384275	COL14A1	collagen, type XIV, alpha 1 [Source:HGNC Symbol;Acc:2191]	protein_coding	ENSG00000187955
2	230222345	230579274	DNER	delta/notch-like EGF repeat containing [Source:HGNC Symbol;Acc:24456]	protein_coding	ENSG00000187957
17	71244588	71258491	CPSF4L	cleavage and polyadenylation specific factor 4-like [Source:HGNC Symbol;Acc:33632]	protein_coding	ENSG00000187959
1	895967	901095	KLHL17	kelch-like family member 17 [Source:HGNC Symbol;Acc:24023]	protein_coding	ENSG00000187961
X	73524025	73524868	ZCCHC13	zinc finger, CCHC domain containing 13 [Source:HGNC Symbol;Acc:31749]	protein_coding	ENSG00000187969
1	20487746	20503917	PLA2G2C	phospholipase A2, group IIC [Source:HGNC Symbol;Acc:9032]	protein_coding	ENSG00000187980
6	28399707	28411279	ZSCAN23	zinc finger and SCAN domain containing 23 [Source:HGNC Symbol;Acc:21193]	protein_coding	ENSG00000187987
